& https://raw.githubusercontent.com/padagraph/Clics/master/nodes.csv
_Edge:, languages, families, weight, width
932 -- 944, 1.0, 1.0, 1.0, 1
932 -- 1110, 1.0, 1.0, 1.0, 1
932 -- 1151, 1.0, 1.0, 1.0, 1
933 -- 1161, 2.0, 2.0, 2.0, 2
933 -- 1035, 6.0, 6.0, 6.0, 6
933 -- 955, 1.0, 1.0, 1.0, 1
933 -- 968, 2.0, 2.0, 2.0, 2
934 -- 1076, 1.0, 1.0, 1.0, 1
934 -- 1041, 1.0, 1.0, 1.0, 1
934 -- 996, 1.0, 1.0, 1.0, 1
934 -- 1201, 1.0, 1.0, 1.0, 1
934 -- 1060, 1.0, 1.0, 1.0, 1
934 -- 1058, 1.0, 1.0, 1.0, 1
934 -- 1056, 21.0, 18.0, 18.0, 18
935 -- 1060, 1.0, 1.0, 1.0, 1
935 -- 1058, 1.0, 1.0, 1.0, 1
935 -- 1009, 1.0, 1.0, 1.0, 1
935 -- 1139, 1.0, 1.0, 1.0, 1
935 -- 979, 1.0, 1.0, 1.0, 1
935 -- 941, 14.0, 9.0, 9.0, 9
935 -- 1024, 8.0, 7.0, 7.0, 7
935 -- 943, 66.0, 31.0, 31.0, 31
935 -- 1086, 1.0, 1.0, 1.0, 1
936 -- 1215, 1.0, 1.0, 1.0, 1
936 -- 985, 1.0, 1.0, 1.0, 1
936 -- 938, 1.0, 1.0, 1.0, 1
936 -- 1031, 1.0, 1.0, 1.0, 1
936 -- 1047, 1.0, 1.0, 1.0, 1
936 -- 1151, 1.0, 1.0, 1.0, 1
936 -- 1084, 1.0, 1.0, 1.0, 1
936 -- 1283, 1.0, 1.0, 1.0, 1
937 -- 1193, 1.0, 1.0, 1.0, 1
937 -- 1135, 1.0, 1.0, 1.0, 1
937 -- 1024, 1.0, 1.0, 1.0, 1
937 -- 1101, 2.0, 2.0, 2.0, 2
937 -- 1121, 1.0, 1.0, 1.0, 1
938 -- 1204, 1.0, 1.0, 1.0, 1
938 -- 1074, 1.0, 1.0, 1.0, 1
938 -- 1011, 1.0, 1.0, 1.0, 1
938 -- 985, 1.0, 1.0, 1.0, 1
938 -- 1233, 1.0, 1.0, 1.0, 1
938 -- 948, 1.0, 1.0, 1.0, 1
938 -- 951, 3.0, 3.0, 3.0, 3
939 -- 1042, 1.0, 1.0, 1.0, 1
939 -- 1123, 1.0, 1.0, 1.0, 1
939 -- 1003, 1.0, 1.0, 1.0, 1
939 -- 1146, 1.0, 1.0, 1.0, 1
939 -- 1106, 2.0, 2.0, 2.0, 2
939 -- 1192, 1.0, 1.0, 1.0, 1
940 -- 956, 1.0, 1.0, 1.0, 1
940 -- 1183, 1.0, 1.0, 1.0, 1
940 -- 1199, 1.0, 1.0, 1.0, 1
940 -- 1127, 1.0, 1.0, 1.0, 1
940 -- 1020, 1.0, 1.0, 1.0, 1
940 -- 982, 1.0, 1.0, 1.0, 1
940 -- 1219, 19.0, 13.0, 13.0, 13
940 -- 1272, 3.0, 2.0, 2.0, 2
940 -- 1060, 1.0, 1.0, 1.0, 1
940 -- 992, 1.0, 1.0, 1.0, 1
940 -- 1177, 1.0, 1.0, 1.0, 1
940 -- 1253, 1.0, 1.0, 1.0, 1
940 -- 942, 1.0, 1.0, 1.0, 1
940 -- 1131, 1.0, 1.0, 1.0, 1
940 -- 950, 1.0, 1.0, 1.0, 1
940 -- 1190, 1.0, 1.0, 1.0, 1
941 -- 1058, 12.0, 11.0, 11.0, 11
941 -- 1210, 1.0, 1.0, 1.0, 1
941 -- 978, 3.0, 3.0, 3.0, 3
941 -- 1272, 1.0, 1.0, 1.0, 1
941 -- 1139, 1.0, 1.0, 1.0, 1
941 -- 1065, 1.0, 1.0, 1.0, 1
941 -- 1241, 1.0, 1.0, 1.0, 1
941 -- 1004, 2.0, 1.0, 1.0, 1
941 -- 1244, 1.0, 1.0, 1.0, 1
941 -- 1268, 1.0, 1.0, 1.0, 1
941 -- 1014, 2.0, 1.0, 1.0, 1
941 -- 1034, 2.0, 2.0, 2.0, 2
941 -- 943, 3.0, 3.0, 3.0, 3
941 -- 1033, 1.0, 1.0, 1.0, 1
942 -- 1212, 1.0, 1.0, 1.0, 1
942 -- 968, 1.0, 1.0, 1.0, 1
942 -- 1055, 1.0, 1.0, 1.0, 1
942 -- 1219, 2.0, 2.0, 2.0, 2
942 -- 992, 35.0, 18.0, 18.0, 18
942 -- 1275, 1.0, 1.0, 1.0, 1
942 -- 953, 1.0, 1.0, 1.0, 1
942 -- 1240, 1.0, 1.0, 1.0, 1
942 -- 1192, 1.0, 1.0, 1.0, 1
943 -- 961, 1.0, 1.0, 1.0, 1
943 -- 1086, 1.0, 1.0, 1.0, 1
943 -- 978, 1.0, 1.0, 1.0, 1
943 -- 1170, 1.0, 1.0, 1.0, 1
943 -- 1058, 1.0, 1.0, 1.0, 1
943 -- 1024, 6.0, 6.0, 6.0, 6
943 -- 1154, 1.0, 1.0, 1.0, 1
944 -- 1131, 1.0, 1.0, 1.0, 1
944 -- 1045, 1.0, 1.0, 1.0, 1
945 -- 1043, 1.0, 1.0, 1.0, 1
945 -- 1124, 1.0, 1.0, 1.0, 1
945 -- 1098, 1.0, 1.0, 1.0, 1
945 -- 1009, 1.0, 1.0, 1.0, 1
945 -- 1269, 2.0, 2.0, 2.0, 2
945 -- 1152, 1.0, 1.0, 1.0, 1
945 -- 1066, 10.0, 9.0, 9.0, 9
945 -- 985, 1.0, 1.0, 1.0, 1
945 -- 1178, 1.0, 1.0, 1.0, 1
945 -- 992, 1.0, 1.0, 1.0, 1
945 -- 946, 2.0, 2.0, 2.0, 2
945 -- 1253, 1.0, 1.0, 1.0, 1
945 -- 1111, 1.0, 1.0, 1.0, 1
946 -- 1137, 2.0, 2.0, 2.0, 2
947 -- 1105, 1.0, 1.0, 1.0, 1
947 -- 1274, 1.0, 1.0, 1.0, 1
947 -- 1009, 1.0, 1.0, 1.0, 1
948 -- 1009, 1.0, 1.0, 1.0, 1
948 -- 1041, 1.0, 1.0, 1.0, 1
948 -- 1064, 1.0, 1.0, 1.0, 1
948 -- 1151, 1.0, 1.0, 1.0, 1
948 -- 1006, 1.0, 1.0, 1.0, 1
948 -- 1260, 1.0, 1.0, 1.0, 1
948 -- 1279, 2.0, 2.0, 2.0, 2
948 -- 1115, 1.0, 1.0, 1.0, 1
949 -- 1073, 1.0, 1.0, 1.0, 1
949 -- 1043, 1.0, 1.0, 1.0, 1
949 -- 1019, 1.0, 1.0, 1.0, 1
949 -- 1162, 1.0, 1.0, 1.0, 1
949 -- 949, 2.0, 1.0, 1.0, 1
949 -- 950, 9.0, 8.0, 8.0, 8
950 -- 1118, 1.0, 1.0, 1.0, 1
950 -- 1019, 3.0, 3.0, 3.0, 3
950 -- 1208, 1.0, 1.0, 1.0, 1
950 -- 1272, 2.0, 1.0, 1.0, 1
950 -- 1059, 1.0, 1.0, 1.0, 1
950 -- 1145, 1.0, 1.0, 1.0, 1
950 -- 953, 2.0, 2.0, 2.0, 2
950 -- 968, 1.0, 1.0, 1.0, 1
950 -- 1109, 1.0, 1.0, 1.0, 1
950 -- 1162, 1.0, 1.0, 1.0, 1
950 -- 1178, 1.0, 1.0, 1.0, 1
950 -- 1027, 1.0, 1.0, 1.0, 1
950 -- 950, 1.0, 1.0, 1.0, 1
950 -- 952, 1.0, 1.0, 1.0, 1
950 -- 1115, 2.0, 2.0, 2.0, 2
951 -- 1269, 1.0, 1.0, 1.0, 1
951 -- 1192, 1.0, 1.0, 1.0, 1
952 -- 1040, 2.0, 1.0, 1.0, 1
952 -- 1024, 1.0, 1.0, 1.0, 1
952 -- 1105, 5.0, 4.0, 4.0, 4
952 -- 1085, 1.0, 1.0, 1.0, 1
952 -- 953, 34.0, 23.0, 23.0, 23
952 -- 954, 1.0, 1.0, 1.0, 1
953 -- 1073, 1.0, 1.0, 1.0, 1
953 -- 1040, 1.0, 1.0, 1.0, 1
953 -- 994, 1.0, 1.0, 1.0, 1
953 -- 973, 1.0, 1.0, 1.0, 1
953 -- 1175, 1.0, 1.0, 1.0, 1
953 -- 992, 1.0, 1.0, 1.0, 1
953 -- 1105, 1.0, 1.0, 1.0, 1
953 -- 999, 1.0, 1.0, 1.0, 1
954 -- 998, 2.0, 2.0, 2.0, 2
954 -- 973, 1.0, 1.0, 1.0, 1
954 -- 974, 1.0, 1.0, 1.0, 1
954 -- 1115, 1.0, 1.0, 1.0, 1
954 -- 1272, 1.0, 1.0, 1.0, 1
954 -- 1276, 1.0, 1.0, 1.0, 1
954 -- 1112, 1.0, 1.0, 1.0, 1
955 -- 1062, 6.0, 6.0, 6.0, 6
955 -- 1028, 6.0, 6.0, 6.0, 6
955 -- 1029, 1.0, 1.0, 1.0, 1
955 -- 1168, 1.0, 1.0, 1.0, 1
956 -- 960, 1.0, 1.0, 1.0, 1
956 -- 1054, 1.0, 1.0, 1.0, 1
956 -- 1044, 1.0, 1.0, 1.0, 1
956 -- 1177, 1.0, 1.0, 1.0, 1
956 -- 1199, 1.0, 1.0, 1.0, 1
956 -- 1005, 1.0, 1.0, 1.0, 1
956 -- 1127, 1.0, 1.0, 1.0, 1
956 -- 1206, 1.0, 1.0, 1.0, 1
956 -- 1205, 1.0, 1.0, 1.0, 1
956 -- 1012, 1.0, 1.0, 1.0, 1
956 -- 1158, 1.0, 1.0, 1.0, 1
956 -- 1124, 1.0, 1.0, 1.0, 1
956 -- 1272, 1.0, 1.0, 1.0, 1
956 -- 1063, 1.0, 1.0, 1.0, 1
956 -- 1104, 3.0, 3.0, 3.0, 3
957 -- 961, 2.0, 2.0, 2.0, 2
957 -- 1101, 1.0, 1.0, 1.0, 1
957 -- 970, 1.0, 1.0, 1.0, 1
957 -- 1087, 1.0, 1.0, 1.0, 1
957 -- 1113, 6.0, 3.0, 3.0, 3
957 -- 1114, 3.0, 3.0, 3.0, 3
957 -- 966, 4.0, 3.0, 3.0, 3
959 -- 1040, 1.0, 1.0, 1.0, 1
959 -- 962, 12.0, 11.0, 11.0, 11
959 -- 1044, 14.0, 9.0, 9.0, 9
959 -- 1055, 2.0, 2.0, 2.0, 2
960 -- 1183, 1.0, 1.0, 1.0, 1
960 -- 1181, 1.0, 1.0, 1.0, 1
960 -- 1204, 3.0, 3.0, 3.0, 3
960 -- 1206, 52.0, 11.0, 11.0, 11
960 -- 982, 1.0, 1.0, 1.0, 1
960 -- 1113, 5.0, 2.0, 2.0, 2
961 -- 964, 1.0, 1.0, 1.0, 1
961 -- 1003, 1.0, 1.0, 1.0, 1
961 -- 1085, 1.0, 1.0, 1.0, 1
961 -- 966, 3.0, 3.0, 3.0, 3
961 -- 1113, 1.0, 1.0, 1.0, 1
961 -- 1192, 1.0, 1.0, 1.0, 1
962 -- 1055, 2.0, 1.0, 1.0, 1
962 -- 1044, 8.0, 4.0, 4.0, 4
962 -- 1002, 1.0, 1.0, 1.0, 1
963 -- 1103, 1.0, 1.0, 1.0, 1
963 -- 1115, 1.0, 1.0, 1.0, 1
963 -- 1031, 1.0, 1.0, 1.0, 1
963 -- 1090, 1.0, 1.0, 1.0, 1
963 -- 982, 1.0, 1.0, 1.0, 1
963 -- 973, 2.0, 2.0, 2.0, 2
964 -- 1127, 2.0, 2.0, 2.0, 2
964 -- 1206, 1.0, 1.0, 1.0, 1
964 -- 1141, 1.0, 1.0, 1.0, 1
964 -- 1123, 3.0, 1.0, 1.0, 1
964 -- 1199, 2.0, 2.0, 2.0, 2
964 -- 1125, 2.0, 2.0, 2.0, 2
964 -- 1018, 2.0, 1.0, 1.0, 1
965 -- 1183, 1.0, 1.0, 1.0, 1
965 -- 1209, 1.0, 1.0, 1.0, 1
965 -- 1179, 1.0, 1.0, 1.0, 1
965 -- 970, 5.0, 3.0, 3.0, 3
965 -- 971, 2.0, 2.0, 2.0, 2
965 -- 973, 1.0, 1.0, 1.0, 1
965 -- 983, 1.0, 1.0, 1.0, 1
965 -- 1219, 1.0, 1.0, 1.0, 1
965 -- 1136, 1.0, 1.0, 1.0, 1
965 -- 991, 1.0, 1.0, 1.0, 1
965 -- 992, 1.0, 1.0, 1.0, 1
965 -- 1230, 1.0, 1.0, 1.0, 1
965 -- 1233, 1.0, 1.0, 1.0, 1
965 -- 1235, 1.0, 1.0, 1.0, 1
965 -- 1073, 1.0, 1.0, 1.0, 1
965 -- 1249, 1.0, 1.0, 1.0, 1
965 -- 1088, 2.0, 2.0, 2.0, 2
965 -- 1090, 2.0, 2.0, 2.0, 2
965 -- 1167, 1.0, 1.0, 1.0, 1
965 -- 1169, 2.0, 1.0, 1.0, 1
965 -- 1204, 1.0, 1.0, 1.0, 1
965 -- 1176, 1.0, 1.0, 1.0, 1
965 -- 1035, 1.0, 1.0, 1.0, 1
966 -- 1199, 2.0, 2.0, 2.0, 2
966 -- 1125, 1.0, 1.0, 1.0, 1
966 -- 1127, 2.0, 2.0, 2.0, 2
966 -- 1089, 4.0, 2.0, 2.0, 2
966 -- 1191, 1.0, 1.0, 1.0, 1
967 -- 999, 4.0, 4.0, 4.0, 4
967 -- 1157, 2.0, 2.0, 2.0, 2
967 -- 1159, 4.0, 4.0, 4.0, 4
967 -- 1020, 3.0, 3.0, 3.0, 3
967 -- 1001, 1.0, 1.0, 1.0, 1
967 -- 1272, 1.0, 1.0, 1.0, 1
967 -- 1027, 1.0, 1.0, 1.0, 1
967 -- 1030, 1.0, 1.0, 1.0, 1
967 -- 1036, 1.0, 1.0, 1.0, 1
968 -- 1143, 1.0, 1.0, 1.0, 1
968 -- 1208, 1.0, 1.0, 1.0, 1
968 -- 968, 1.0, 1.0, 1.0, 1
968 -- 1086, 1.0, 1.0, 1.0, 1
968 -- 1272, 1.0, 1.0, 1.0, 1
968 -- 1060, 1.0, 1.0, 1.0, 1
968 -- 1233, 1.0, 1.0, 1.0, 1
968 -- 1235, 10.0, 9.0, 9.0, 9
968 -- 972, 1.0, 1.0, 1.0, 1
969 -- 1071, 1.0, 1.0, 1.0, 1
969 -- 1004, 14.0, 5.0, 5.0, 5
969 -- 1144, 1.0, 1.0, 1.0, 1
969 -- 1163, 3.0, 1.0, 1.0, 1
969 -- 1137, 1.0, 1.0, 1.0, 1
969 -- 1138, 2.0, 1.0, 1.0, 1
969 -- 1207, 1.0, 1.0, 1.0, 1
969 -- 1009, 2.0, 2.0, 2.0, 2
969 -- 1140, 1.0, 1.0, 1.0, 1
970 -- 971, 3.0, 2.0, 2.0, 2
970 -- 972, 1.0, 1.0, 1.0, 1
970 -- 1088, 5.0, 1.0, 1.0, 1
970 -- 1223, 1.0, 1.0, 1.0, 1
970 -- 991, 4.0, 4.0, 4.0, 4
970 -- 1177, 2.0, 2.0, 2.0, 2
970 -- 1087, 1.0, 1.0, 1.0, 1
970 -- 1169, 14.0, 3.0, 3.0, 3
970 -- 1176, 2.0, 2.0, 2.0, 2
970 -- 1110, 1.0, 1.0, 1.0, 1
970 -- 1115, 8.0, 7.0, 7.0, 7
971 -- 1237, 1.0, 1.0, 1.0, 1
971 -- 1076, 1.0, 1.0, 1.0, 1
971 -- 1019, 10.0, 7.0, 7.0, 7
971 -- 1047, 1.0, 1.0, 1.0, 1
971 -- 1088, 4.0, 2.0, 2.0, 2
971 -- 1169, 1.0, 1.0, 1.0, 1
971 -- 1249, 3.0, 2.0, 2.0, 2
971 -- 1077, 1.0, 1.0, 1.0, 1
971 -- 1129, 1.0, 1.0, 1.0, 1
971 -- 972, 1.0, 1.0, 1.0, 1
971 -- 1112, 1.0, 1.0, 1.0, 1
972 -- 1179, 1.0, 1.0, 1.0, 1
972 -- 973, 7.0, 5.0, 5.0, 5
972 -- 974, 1.0, 1.0, 1.0, 1
972 -- 978, 1.0, 1.0, 1.0, 1
972 -- 1090, 11.0, 8.0, 8.0, 8
972 -- 1181, 1.0, 1.0, 1.0, 1
973 -- 1183, 1.0, 1.0, 1.0, 1
973 -- 1179, 1.0, 1.0, 1.0, 1
973 -- 992, 1.0, 1.0, 1.0, 1
973 -- 978, 1.0, 1.0, 1.0, 1
973 -- 1051, 1.0, 1.0, 1.0, 1
973 -- 1219, 1.0, 1.0, 1.0, 1
973 -- 1136, 1.0, 1.0, 1.0, 1
973 -- 991, 1.0, 1.0, 1.0, 1
973 -- 1129, 1.0, 1.0, 1.0, 1
973 -- 1064, 1.0, 1.0, 1.0, 1
973 -- 1090, 14.0, 7.0, 7.0, 7
973 -- 1233, 1.0, 1.0, 1.0, 1
973 -- 1235, 1.0, 1.0, 1.0, 1
973 -- 1073, 1.0, 1.0, 1.0, 1
973 -- 1115, 1.0, 1.0, 1.0, 1
973 -- 1230, 1.0, 1.0, 1.0, 1
973 -- 1249, 1.0, 1.0, 1.0, 1
973 -- 1176, 1.0, 1.0, 1.0, 1
973 -- 1035, 1.0, 1.0, 1.0, 1
973 -- 1181, 1.0, 1.0, 1.0, 1
973 -- 1110, 1.0, 1.0, 1.0, 1
973 -- 1189, 1.0, 1.0, 1.0, 1
974 -- 1183, 1.0, 1.0, 1.0, 1
974 -- 1255, 1.0, 1.0, 1.0, 1
974 -- 1063, 2.0, 2.0, 2.0, 2
974 -- 977, 9.0, 8.0, 8.0, 8
974 -- 1129, 1.0, 1.0, 1.0, 1
974 -- 1064, 13.0, 10.0, 10.0, 10
974 -- 1177, 3.0, 3.0, 3.0, 3
974 -- 1169, 1.0, 1.0, 1.0, 1
974 -- 1158, 1.0, 1.0, 1.0, 1
974 -- 1176, 1.0, 1.0, 1.0, 1
974 -- 1131, 5.0, 1.0, 1.0, 1
974 -- 1273, 1.0, 1.0, 1.0, 1
974 -- 1277, 1.0, 1.0, 1.0, 1
975 -- 994, 1.0, 1.0, 1.0, 1
976 -- 994, 8.0, 3.0, 3.0, 3
976 -- 1125, 1.0, 1.0, 1.0, 1
976 -- 1127, 1.0, 1.0, 1.0, 1
976 -- 1105, 1.0, 1.0, 1.0, 1
976 -- 1089, 1.0, 1.0, 1.0, 1
976 -- 1181, 1.0, 1.0, 1.0, 1
976 -- 1092, 1.0, 1.0, 1.0, 1
976 -- 1262, 4.0, 4.0, 4.0, 4
976 -- 1112, 1.0, 1.0, 1.0, 1
976 -- 1130, 1.0, 1.0, 1.0, 1
976 -- 1263, 1.0, 1.0, 1.0, 1
976 -- 1180, 1.0, 1.0, 1.0, 1
976 -- 1094, 1.0, 1.0, 1.0, 1
976 -- 1113, 3.0, 3.0, 3.0, 3
977 -- 1183, 1.0, 1.0, 1.0, 1
977 -- 1177, 2.0, 2.0, 2.0, 2
977 -- 1083, 1.0, 1.0, 1.0, 1
977 -- 977, 1.0, 1.0, 1.0, 1
977 -- 1091, 1.0, 1.0, 1.0, 1
977 -- 1053, 1.0, 1.0, 1.0, 1
977 -- 1265, 1.0, 1.0, 1.0, 1
977 -- 1272, 1.0, 1.0, 1.0, 1
977 -- 1050, 1.0, 1.0, 1.0, 1
977 -- 1060, 1.0, 1.0, 1.0, 1
977 -- 1064, 3.0, 3.0, 3.0, 3
978 -- 1196, 1.0, 1.0, 1.0, 1
978 -- 1004, 1.0, 1.0, 1.0, 1
978 -- 1223, 1.0, 1.0, 1.0, 1
978 -- 1062, 1.0, 1.0, 1.0, 1
978 -- 1189, 1.0, 1.0, 1.0, 1
978 -- 1033, 4.0, 4.0, 4.0, 4
978 -- 1034, 2.0, 2.0, 2.0, 2
979 -- 1033, 1.0, 1.0, 1.0, 1
979 -- 1081, 1.0, 1.0, 1.0, 1
979 -- 1207, 1.0, 1.0, 1.0, 1
979 -- 980, 12.0, 7.0, 7.0, 7
979 -- 1218, 1.0, 1.0, 1.0, 1
979 -- 1227, 2.0, 2.0, 2.0, 2
979 -- 1030, 1.0, 1.0, 1.0, 1
979 -- 1032, 2.0, 2.0, 2.0, 2
979 -- 1113, 1.0, 1.0, 1.0, 1
979 -- 1034, 1.0, 1.0, 1.0, 1
979 -- 1241, 1.0, 1.0, 1.0, 1
980 -- 1200, 1.0, 1.0, 1.0, 1
980 -- 1251, 1.0, 1.0, 1.0, 1
980 -- 1052, 1.0, 1.0, 1.0, 1
980 -- 1031, 1.0, 1.0, 1.0, 1
981 -- 1117, 2.0, 2.0, 2.0, 2
981 -- 1210, 1.0, 1.0, 1.0, 1
982 -- 1073, 1.0, 1.0, 1.0, 1
982 -- 1246, 1.0, 1.0, 1.0, 1
982 -- 1044, 1.0, 1.0, 1.0, 1
982 -- 1204, 1.0, 1.0, 1.0, 1
982 -- 1206, 2.0, 1.0, 1.0, 1
982 -- 1211, 1.0, 1.0, 1.0, 1
982 -- 1245, 1.0, 1.0, 1.0, 1
982 -- 1219, 1.0, 1.0, 1.0, 1
982 -- 1027, 2.0, 2.0, 2.0, 2
982 -- 1243, 1.0, 1.0, 1.0, 1
982 -- 1089, 2.0, 2.0, 2.0, 2
982 -- 1113, 3.0, 3.0, 3.0, 3
983 -- 1194, 1.0, 1.0, 1.0, 1
983 -- 1243, 1.0, 1.0, 1.0, 1
983 -- 987, 1.0, 1.0, 1.0, 1
983 -- 1239, 1.0, 1.0, 1.0, 1
983 -- 1257, 1.0, 1.0, 1.0, 1
983 -- 1145, 1.0, 1.0, 1.0, 1
984 -- 1097, 1.0, 1.0, 1.0, 1
984 -- 1155, 1.0, 1.0, 1.0, 1
984 -- 1087, 1.0, 1.0, 1.0, 1
985 -- 1163, 3.0, 3.0, 3.0, 3
985 -- 1033, 1.0, 1.0, 1.0, 1
985 -- 1228, 1.0, 1.0, 1.0, 1
986 -- 1194, 5.0, 1.0, 1.0, 1
986 -- 989, 32.0, 9.0, 9.0, 9
986 -- 1083, 2.0, 1.0, 1.0, 1
987 -- 1243, 1.0, 1.0, 1.0, 1
987 -- 1257, 2.0, 2.0, 2.0, 2
987 -- 1181, 1.0, 1.0, 1.0, 1
987 -- 1239, 1.0, 1.0, 1.0, 1
988 -- 1118, 7.0, 4.0, 4.0, 4
988 -- 1082, 1.0, 1.0, 1.0, 1
988 -- 1059, 5.0, 2.0, 2.0, 2
988 -- 1092, 1.0, 1.0, 1.0, 1
988 -- 1070, 2.0, 2.0, 2.0, 2
989 -- 1194, 5.0, 1.0, 1.0, 1
989 -- 1131, 1.0, 1.0, 1.0, 1
989 -- 1067, 1.0, 1.0, 1.0, 1
989 -- 1034, 1.0, 1.0, 1.0, 1
990 -- 1249, 1.0, 1.0, 1.0, 1
991 -- 1183, 1.0, 1.0, 1.0, 1
991 -- 1179, 1.0, 1.0, 1.0, 1
991 -- 1136, 1.0, 1.0, 1.0, 1
991 -- 1208, 1.0, 1.0, 1.0, 1
991 -- 992, 1.0, 1.0, 1.0, 1
991 -- 1219, 1.0, 1.0, 1.0, 1
991 -- 991, 1.0, 1.0, 1.0, 1
991 -- 1228, 1.0, 1.0, 1.0, 1
991 -- 1230, 1.0, 1.0, 1.0, 1
991 -- 1233, 1.0, 1.0, 1.0, 1
991 -- 1235, 1.0, 1.0, 1.0, 1
991 -- 1073, 1.0, 1.0, 1.0, 1
991 -- 1249, 1.0, 1.0, 1.0, 1
991 -- 1063, 3.0, 2.0, 2.0, 2
991 -- 1090, 1.0, 1.0, 1.0, 1
991 -- 1169, 1.0, 1.0, 1.0, 1
991 -- 1176, 2.0, 2.0, 2.0, 2
991 -- 1115, 1.0, 1.0, 1.0, 1
991 -- 1113, 1.0, 1.0, 1.0, 1
991 -- 1035, 1.0, 1.0, 1.0, 1
992 -- 1183, 1.0, 1.0, 1.0, 1
992 -- 1179, 2.0, 2.0, 2.0, 2
992 -- 1025, 5.0, 5.0, 5.0, 5
992 -- 1136, 1.0, 1.0, 1.0, 1
992 -- 1210, 1.0, 1.0, 1.0, 1
992 -- 1219, 2.0, 2.0, 2.0, 2
992 -- 1230, 1.0, 1.0, 1.0, 1
992 -- 1090, 1.0, 1.0, 1.0, 1
992 -- 1233, 1.0, 1.0, 1.0, 1
992 -- 1235, 1.0, 1.0, 1.0, 1
992 -- 1073, 1.0, 1.0, 1.0, 1
992 -- 1255, 1.0, 1.0, 1.0, 1
992 -- 1152, 1.0, 1.0, 1.0, 1
992 -- 1249, 1.0, 1.0, 1.0, 1
992 -- 1176, 1.0, 1.0, 1.0, 1
992 -- 1269, 1.0, 1.0, 1.0, 1
992 -- 1035, 1.0, 1.0, 1.0, 1
993 -- 1177, 1.0, 1.0, 1.0, 1
993 -- 1213, 2.0, 2.0, 2.0, 2
993 -- 1272, 8.0, 6.0, 6.0, 6
993 -- 1191, 1.0, 1.0, 1.0, 1
993 -- 1188, 1.0, 1.0, 1.0, 1
993 -- 1190, 2.0, 1.0, 1.0, 1
994 -- 1262, 4.0, 3.0, 3.0, 3
994 -- 1133, 1.0, 1.0, 1.0, 1
994 -- 1130, 1.0, 1.0, 1.0, 1
994 -- 1113, 32.0, 17.0, 17.0, 17
996 -- 1183, 1.0, 1.0, 1.0, 1
996 -- 1060, 25.0, 6.0, 6.0, 6
996 -- 1054, 1.0, 1.0, 1.0, 1
996 -- 1083, 1.0, 1.0, 1.0, 1
996 -- 1063, 1.0, 1.0, 1.0, 1
996 -- 1131, 1.0, 1.0, 1.0, 1
996 -- 1190, 2.0, 2.0, 2.0, 2
997 -- 1210, 1.0, 1.0, 1.0, 1
997 -- 1060, 1.0, 1.0, 1.0, 1
997 -- 1197, 1.0, 1.0, 1.0, 1
998 -- 998, 3.0, 2.0, 2.0, 2
998 -- 1253, 1.0, 1.0, 1.0, 1
998 -- 1129, 1.0, 1.0, 1.0, 1
998 -- 1273, 1.0, 1.0, 1.0, 1
998 -- 1277, 1.0, 1.0, 1.0, 1
998 -- 1279, 1.0, 1.0, 1.0, 1
998 -- 1156, 1.0, 1.0, 1.0, 1
998 -- 1099, 1.0, 1.0, 1.0, 1
998 -- 1276, 1.0, 1.0, 1.0, 1
999 -- 1097, 1.0, 1.0, 1.0, 1
999 -- 999, 1.0, 1.0, 1.0, 1
999 -- 1001, 13.0, 10.0, 10.0, 10
999 -- 1157, 4.0, 4.0, 4.0, 4
999 -- 1159, 3.0, 3.0, 3.0, 3
999 -- 1181, 1.0, 1.0, 1.0, 1
1000 -- 1175, 1.0, 1.0, 1.0, 1
1000 -- 1006, 9.0, 6.0, 6.0, 6
1001 -- 1157, 4.0, 3.0, 3.0, 3
1001 -- 1244, 1.0, 1.0, 1.0, 1
1001 -- 1161, 1.0, 1.0, 1.0, 1
1001 -- 1159, 9.0, 8.0, 8.0, 8
1001 -- 1197, 1.0, 1.0, 1.0, 1
1001 -- 1083, 1.0, 1.0, 1.0, 1
1001 -- 1030, 2.0, 2.0, 2.0, 2
1002 -- 1269, 2.0, 2.0, 2.0, 2
1002 -- 1138, 1.0, 1.0, 1.0, 1
1003 -- 1017, 1.0, 1.0, 1.0, 1
1003 -- 1145, 2.0, 2.0, 2.0, 2
1004 -- 1136, 2.0, 2.0, 2.0, 2
1004 -- 1009, 1.0, 1.0, 1.0, 1
1004 -- 1087, 1.0, 1.0, 1.0, 1
1004 -- 1261, 1.0, 1.0, 1.0, 1
1004 -- 1163, 1.0, 1.0, 1.0, 1
1004 -- 1137, 1.0, 1.0, 1.0, 1
1004 -- 1207, 1.0, 1.0, 1.0, 1
1005 -- 1109, 1.0, 1.0, 1.0, 1
1005 -- 1219, 1.0, 1.0, 1.0, 1
1005 -- 1023, 1.0, 1.0, 1.0, 1
1005 -- 1222, 3.0, 3.0, 3.0, 3
1006 -- 1140, 2.0, 1.0, 1.0, 1
1006 -- 1029, 1.0, 1.0, 1.0, 1
1006 -- 1110, 20.0, 11.0, 11.0, 11
1007 -- 1105, 1.0, 1.0, 1.0, 1
1008 -- 1054, 1.0, 1.0, 1.0, 1
1008 -- 1269, 1.0, 1.0, 1.0, 1
1008 -- 1075, 9.0, 5.0, 5.0, 5
1008 -- 1056, 1.0, 1.0, 1.0, 1
1008 -- 1099, 1.0, 1.0, 1.0, 1
